"PrimaryKey","EcolSite","US_L3CODE","US_L3NAME","Elevation","PRISM","ElevationM"
"20143551201515B2","R042XB035NM","24","Chihuahuan Deserts",0,335.119995117188,1523
"20163529200302B2","R042XB035NM","24","Chihuahuan Deserts",4524,282.720001220703,1392
"20113551061201O2","R042XB035NM","24","Chihuahuan Deserts",5530,305.549987792969,1700
"20183551200503B2","R042XB037NM","24","Chihuahuan Deserts",4764,250.5,1442
"20183551200503B3","R042XB037NM","24","Chihuahuan Deserts",4732,250.410003662109,1442
"20153553200507B2","R042XB037NM","24","Chihuahuan Deserts",4860,245.630004882812,1482
"20113513030101O1","R042XB037NM","24","Chihuahuan Deserts",4413,267.709991455078,1346
"20113513020201R1","R042XB037NM","24","Chihuahuan Deserts",4177,251.429992675781,1264
"20113513030101O2","R042XB037NM","24","Chihuahuan Deserts",4509,269,1353
"20163513201505B1","R042XB037NM","24","Chihuahuan Deserts",4402,267.5,1345
"20153553200507B1","R042XB037NM","24","Chihuahuan Deserts",4890,245.630004882812,1482
"20163535201006B1","R042XC001NM","24","Chihuahuan Deserts",5462,341.899993896484,1641
"20113515100801O2","R042XC001NM","24","Chihuahuan Deserts",3642,351.950012207031,1113
"20173523201208B2","R042XC001NM","24","Chihuahuan Deserts",4761,322.140014648438,1447
"20123551041001O2","R042XC001NM","24","Chihuahuan Deserts",4744,288.980010986328,1454
"20123551041001O1","R042XC001NM","24","Chihuahuan Deserts",4751,287.369995117188,1436
"20163535201006B2","R042XC001NM","24","Chihuahuan Deserts",5449,341.899993896484,1641
"20183515200112B1","R042XC002NM","24","Chihuahuan Deserts",3069,329.549987792969,940
"20163525200104B2","R042XC002NM","24","Chihuahuan Deserts",3101,313.649993896484,953
"20113515060701O2","R042XC002NM","24","Chihuahuan Deserts",3328,348.260009765625,993
"20183515200112B2","R042XC002NM","24","Chihuahuan Deserts",3078,331.459991455078,940
"20143525201708B2","R042XC002NM","24","Chihuahuan Deserts",3573,331.149993896484,1085
"20163525200104B1","R042XC002NM","24","Chihuahuan Deserts",3115,312.709991455078,947
"20143525201708B1","R042XC002NM","24","Chihuahuan Deserts",3567,330.559997558594,1085
"20123515010901O2","R042XC003NM","24","Chihuahuan Deserts",2997,310,919
"20113525040101O1","R042XC003NM","24","Chihuahuan Deserts",3665,348.589996337891,1102
"20123515051001R1","R042XC003NM","24","Chihuahuan Deserts",3296,335.510009765625,1016
"20183525201712B1","R042XC003NM","24","Chihuahuan Deserts",3668,347.739990234375,1111
"20183525201712B2","R042XC003NM","24","Chihuahuan Deserts",3628,347.739990234375,1111
"20113525010301O2","R042XC003NM","24","Chihuahuan Deserts",3282,324.279998779297,1004
"20113525010301O1","R042XC003NM","24","Chihuahuan Deserts",3278,324.260009765625,1004
"20153515201720B2","R042XC003NM","24","Chihuahuan Deserts",3274,339.929992675781,1014
"20153525201718B2","R042XC003NM","24","Chihuahuan Deserts",3320,324.190002441406,1013
"2014355201807B2","R042XC003NM","24","Chihuahuan Deserts",3740,343.049987792969,1138
"20123515010901O1","R042XC003NM","24","Chihuahuan Deserts",2974,310.559997558594,919
"20173515201704B2","R042XC003NM","24","Chihuahuan Deserts",3510,341.290008544922,1060
"20123515080901O2","R042XC003NM","24","Chihuahuan Deserts",3279,336.160003662109,1004
"2014355201807B1","R042XC004NM","24","Chihuahuan Deserts",3723,342.809997558594,1138
"20193515200107B1","R042XC004NM","24","Chihuahuan Deserts",3246,325.609985351562,983
"20183515200115B2","R042XC004NM","24","Chihuahuan Deserts",3383,334.760009765625,1044
"20183515200115B1","R042XC004NM","24","Chihuahuan Deserts",3393,333.709991455078,1033
"20113515060701O1","R042XC004NM","24","Chihuahuan Deserts",3285,349.170013427734,993
"20123515051001R2","R042XC004NM","24","Chihuahuan Deserts",3295,335.329986572266,1001
"20173515200417B1","R042XC004NM","24","Chihuahuan Deserts",3441,332.100006103516,1047
"20183525201709B1","R042XC004NM","24","Chihuahuan Deserts",3588,357.359985351562,1088
"20113525040101O2","R042XC005NM","24","Chihuahuan Deserts",3695,348.630004882812,1116
"20173515200119B2","R042XC005NM","24","Chihuahuan Deserts",3474,341.220001220703,1054
"20153515201720B1","R042XC005NM","24","Chihuahuan Deserts",3272,340.079986572266,1014
"20173515201704B1","R042XC005NM","24","Chihuahuan Deserts",3500,341.859985351562,1063
"20173515200119B1","R042XC005NM","24","Chihuahuan Deserts",3502,341.799987792969,1054
"2016355200410B1","R042XC006NM","24","Chihuahuan Deserts",3609,355.970001220703,1086
"20153535200717B1","R042XC006NM","24","Chihuahuan Deserts",4087,247.080001831055,1238
"20173515200911B2","R042XC006NM","24","Chihuahuan Deserts",3761,354.720001220703,1150
"2015355201809B2","R042XC006NM","24","Chihuahuan Deserts",3543,324.709991455078,1083
"20193515200118B2","R042XC006NM","24","Chihuahuan Deserts",3129,328.380004882812,981
"20193515200118B3","R042XC006NM","24","Chihuahuan Deserts",3179,328.600006103516,981
"20143515200105B2","R042XC006NM","24","Chihuahuan Deserts",3221,328.989990234375,970
"2015355201809B1","R042XC006NM","24","Chihuahuan Deserts",3558,324.709991455078,1083
"20183525201709B2","R042XC007NM","24","Chihuahuan Deserts",3555,357.299987792969,1088
"2011355081101P3","R042XC007NM","24","Chihuahuan Deserts",3490,358.079986572266,1089
"2016355201811B2","R042XC007NM","24","Chihuahuan Deserts",3667,329.049987792969,1113
"20123515080901O1","R042XC007NM","24","Chihuahuan Deserts",3223,335.549987792969,988
"20143515201703B2","R042XC007NM","24","Chihuahuan Deserts",3570,344.880004882812,1090
"20113515100801O1","R042XC007NM","24","Chihuahuan Deserts",3701,351.660003662109,1115
"20113535031303O1","R042XC007NM","24","Chihuahuan Deserts",3793,249.809997558594,1178
"20153515200401B1","R042XC007NM","24","Chihuahuan Deserts",3704,340.440002441406,1132
"20143515200105B1","R042XC007NM","24","Chihuahuan Deserts",3240,328.989990234375,970
"20143515201703B1","R042XC007NM","24","Chihuahuan Deserts",3542,344.880004882812,1090
"20153515200401B2","R042XC007NM","24","Chihuahuan Deserts",3678,339.829986572266,1122
"2016355201811B1","R042XC007NM","24","Chihuahuan Deserts",3667,328.769989013672,1113
"20123515110501R2","R042XC007NM","24","Chihuahuan Deserts",3358,330.670013427734,1032
"20123515110501R1","R042XC007NM","24","Chihuahuan Deserts",3356,331.489990234375,1032
"20173515200911B1","R042XC008NM","24","Chihuahuan Deserts",3751,354.720001220703,1150
"20163515200407B2","R042XC013NM","24","Chihuahuan Deserts",3213,342.549987792969,986
"2016355200410B2","R042XC013NM","24","Chihuahuan Deserts",3601,355.720001220703,1072
"20163515200407B1","R042XC013NM","24","Chihuahuan Deserts",3215,342.549987792969,986
"20163515201719B1","R042XC017NM","24","Chihuahuan Deserts",3250,341.809997558594,993
"20163515201719B2","R042XC017NM","24","Chihuahuan Deserts",3231,341.809997558594,993
"20183515200912B1","R042XC017NM","24","Chihuahuan Deserts",3616,328.980010986328,1106
"20173515200417B2","R042XC020NM","24","Chihuahuan Deserts",3446,332.829986572266,1047
"2012355140703O2","R042XC020NM","24","Chihuahuan Deserts",3842,326.890014648438,1198
"20163525201706B1","R042XC022NM","24","Chihuahuan Deserts",3005,328.529998779297,911
"20163525201706B2","R042XC022NM","24","Chihuahuan Deserts",3005,328.399993896484,911
"20143515200109B1","R042XC025NM","24","Chihuahuan Deserts",3386,343.470001220703,1036
"2011355061301P1","R042XC025NM","24","Chihuahuan Deserts",3765,363.720001220703,1161
"2011355061301P2","R042XC025NM","24","Chihuahuan Deserts",3762,362.720001220703,1151
"2012355140703O1","R042XC025NM","24","Chihuahuan Deserts",3865,326.869995117188,1198
"2011355010501P2","R042XC025NM","24","Chihuahuan Deserts",4900,406.369995117188,1490
"20153515200103B1","R042XC025NM","24","Chihuahuan Deserts",4036,369.600006103516,1219
"20153515200103B2","R042XC025NM","24","Chihuahuan Deserts",4037,369.320007324219,1219
"2012355080701P3","R042XC025NM","24","Chihuahuan Deserts",3917,343.109985351562,1202
"20193535201013B3","R042XC030NM","24","Chihuahuan Deserts",5009,326.899993896484,1540
"20163535201019B2","R042XC030NM","24","Chihuahuan Deserts",4766,331.070007324219,1427
"20123529020801R1","R042XC036NM","24","Chihuahuan Deserts",3991,250.160003662109,1214
"20123523070601O1","R042XC036NM","24","Chihuahuan Deserts",4394,300.809997558594,1352
"20123529020801R2","R042XC036NM","24","Chihuahuan Deserts",3991,249.979995727539,1215
"20143535200701B2","R042XD001NM","24","Chihuahuan Deserts",4752,323.25,1441
"20143535200701B1","R042XD001NM","24","Chihuahuan Deserts",4734,323.25,1441
"20173523201208B1","R042XD007NM","24","Chihuahuan Deserts",4795,328.589996337891,1447
"20163515200106B2","R042XD007NM","24","Chihuahuan Deserts",3106,325.829986572266,961
"20163515200106B1","R042XD007NM","24","Chihuahuan Deserts",3146,325.829986572266,961
"20143551201605B1","R042XD007NM","24","Chihuahuan Deserts",0,271.989990234375,1579
"20153551201508B1","R042XD007NM","24","Chihuahuan Deserts",4319,280.920013427734,1318
"20153535201115B2",NA,"24","Chihuahuan Deserts",4596,327.570007324219,1357
"20153551201619B2",NA,"24","Chihuahuan Deserts",5443,315.779998779297,1659
"20113553071201O2","R070CY105NM","24","Chihuahuan Deserts",5714,325.029998779297,1813
"20163553202015B2","R070CY105NM","24","Chihuahuan Deserts",5609,313.390014648438,1693
"20153553202018B1","R070CY109NM","24","Chihuahuan Deserts",5483,292.239990234375,1655
"20153553202018B2","R070CY109NM","24","Chihuahuan Deserts",5470,291.880004882812,1655
"20183553202017B1","R070CY112NM","24","Chihuahuan Deserts",5488,295.920013427734,1669
"20113553051401R3","R070CY117NM","24","Chihuahuan Deserts",6304,363.049987792969,1861
"20113553051401R2","R070CY117NM","24","Chihuahuan Deserts",6353,359.700012207031,1861
"20143553202014B2","R070CY123NM","24","Chihuahuan Deserts",0,272.5,1595
"20183553202017B2","R070CY123NM","24","Chihuahuan Deserts",5512,295.920013427734,1669
"20143515200917B2","R070DY151NM","24","Chihuahuan Deserts",4555,412.760009765625,1373
"20183515200909B2","R070DY151NM","24","Chihuahuan Deserts",3976,399.480010986328,1180
"20143515200917B1","R070DY151NM","24","Chihuahuan Deserts",4502,415.899993896484,1373
"2016355200920B2","R070DY151NM","24","Chihuahuan Deserts",4702,393.369995117188,1416
"20123515030501R2","R070DY151NM","24","Chihuahuan Deserts",3762,361.549987792969,1160
"2016355200920B1","R070DY151NM","24","Chihuahuan Deserts",4726,391.790008544922,1416
"20183515200909B1","R070DY151NM","24","Chihuahuan Deserts",3910,404,1180
"20183515200912B2","R070DY153NM","24","Chihuahuan Deserts",3611,327.040008544922,1094
"20143515200109B2","R070DY153NM","24","Chihuahuan Deserts",3354,342.209991455078,1036
"20193515200918B1","R070DY158NM","24","Chihuahuan Deserts",4349,408.230010986328,1311
"20193515200918B2","R070DY158NM","24","Chihuahuan Deserts",4394,405.359985351562,1311
"20153515200901B1","R070DY158NM","24","Chihuahuan Deserts",4712,419.660003662109,1426
"2011355010501P1","R070DY158NM","24","Chihuahuan Deserts",4977,407.820007324219,1490
"20153515200916B2","R070DY158NM","24","Chihuahuan Deserts",4555,391.820007324219,1399
"20153515200916B1",NA,"24","Chihuahuan Deserts",4512,393.660003662109,1399
"20153515200901B2",NA,"24","Chihuahuan Deserts",4687,417.290008544922,1426
"2012355010501R3",NA,"24","Chihuahuan Deserts",4765,401.540008544922,1451
"201849201416B2",NA,"24","Chihuahuan Deserts",3154,250.220001220703,953
"201849201408B1",NA,"24","Chihuahuan Deserts",2990,233.100006103516,926
"201849201408B2",NA,"24","Chihuahuan Deserts",2992,232.899993896484,926
